id,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,index,Name_CN
9935,TSEM,Tower Semiconductor Ltd.,14.4,1511703460.8,,1994.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem,NASDAQ,3078,
9936,CLUB,"Town Sports International Holdings, Inc.",6.17,167714716.96,,2006.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club,NASDAQ,3079,
9937,TOWN,Towne Bank,26.15,1892294358.95,,,,,https://www.nasdaq.com/symbol/town,NASDAQ,3080,
9938,TPIC,"TPI Composites, Inc.",28.96,999435374.4,,2016.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic,NASDAQ,3081,
9939,TCON,"TRACON Pharmaceuticals, Inc.",0.9031,26976795.4137,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon,NASDAQ,3082,
9940,TSCO,Tractor Supply Company,87.13,10635789545.02,,1994.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco,NASDAQ,3083,
9941,TWMC,Trans World Entertainment Corp.,0.63,22843068.57,,,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc,NASDAQ,3084,
9942,TACT,TransAct Technologies Incorporated,10.49,77531883.72,,1996.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact,NASDAQ,3085,
9943,TRNS,"Transcat, Inc.",22.07,158981178.79,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns,NASDAQ,3086,
9944,TGA,TransGlobe Energy Corporation,1.94,140078415.86,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga,NASDAQ,3087,
9945,TBIO,"Translate Bio, Inc.",5.65,255052808.5,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio,NASDAQ,3088,
9946,TA,TravelCenters of America LLC,4.08,162253909.2,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta,NASDAQ,3089,
9947,TANNI,TravelCenters of America LLC,25.0651,0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni,NASDAQ,3090,
9948,TANNL,TravelCenters of America LLC,24.03,0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl,NASDAQ,3091,
9949,TANNZ,TravelCenters of America LLC,23.87,0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz,NASDAQ,3092,
9950,TZOO,Travelzoo,11.68,141454389.28,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo,NASDAQ,3093,
9951,TRMT,Tremont Mortgage Trust,9.23,29343259.14,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt,NASDAQ,3094,
9952,TRVN,"Trevena, Inc.",0.5491,45203786.0783,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn,NASDAQ,3095,
9953,TPCO,Tribune Publishing Company,13.18,469225951.16,,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco,NASDAQ,3096,
9954,TCDA,"Tricida, Inc.",22.6,951522127.4,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda,NASDAQ,3097,
9955,TCBK,TriCo Bancshares,35.28,1073140619.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk,NASDAQ,3098,
9956,TDAC,Trident Acquisitions Corp.,10.01,263325562.5,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdac,NASDAQ,3099,
9957,TDACU,Trident Acquisitions Corp.,10.25,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu,NASDAQ,3100,
9958,TDACW,Trident Acquisitions Corp.,0.23,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw,NASDAQ,3101,
9959,TRIL,Trillium Therapeutics Inc.,1.62,23795906.22,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril,NASDAQ,3102,
9960,TRS,TriMas Corporation,27.07,1240203198.11,,2007.0,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs,NASDAQ,3103,
9961,TRMB,Trimble Inc.,35.17,8832832569.13,,1990.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,NASDAQ,3104,天宝导航
9962,TRIB,Trinity Biotech plc,2.78,66599973.5,23956825.0,1992.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib,NASDAQ,3105,
9963,TMCX,Trinity Merger Corp.,10.0,431250000,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx,NASDAQ,3106,
9964,TMCXU,Trinity Merger Corp.,10.37,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu,NASDAQ,3107,
9965,TMCXW,Trinity Merger Corp.,0.39,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw,NASDAQ,3108,
9966,TRIP,"TripAdvisor, Inc.",56.9,7833217135.8,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,NASDAQ,3109,猫途鹰
9967,TSC,"TriState Capital Holdings, Inc.",21.27,613900653.06,,2013.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc,NASDAQ,3110,
9968,TSCAP,"TriState Capital Holdings, Inc.",25.94,748687491.32,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap,NASDAQ,3111,
9969,TBK,"Triumph Bancorp, Inc.",32.4,851464256.4,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk,NASDAQ,3112,
9970,TRVG,trivago N.V.,6.14,190616926.28,31045102.0,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,NASDAQ,3113,
9971,TROV,"TrovaGene, Inc.",0.5255,12081870.345,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov,NASDAQ,3114,
9972,TRUE,"TrueCar, Inc.",9.45,982844320.5,,2014.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true,NASDAQ,3115,
9973,THST,"Truett-Hurst, Inc.",2.18,9974982.4,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst,NASDAQ,3116,
9974,TRUP,"Trupanion, Inc.",28.52,953136517.68,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup,NASDAQ,3117,
9975,TRST,TrustCo Bank Corp NY,7.62,736538471.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trst,NASDAQ,3118,
9976,TRMK,Trustmark Corporation,29.98,2011324052.78,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk,NASDAQ,3119,
9977,TSRI,"TSR, Inc.",4.9,9614103.8,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri,NASDAQ,3120,
9978,TTEC,"TTEC Holdings, Inc.",32.99,1523909610.23,,1996.0,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec,NASDAQ,3121,
9979,TTMI,"TTM Technologies, Inc.",10.74,1113494083.86,,2000.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,NASDAQ,3122,
9980,TC,TuanChe Limited,6.44,19320000,3000000.0,2018.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc,NASDAQ,3123,
9981,TCX,Tucows Inc.,65.26,693463136.34,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx,NASDAQ,3124,
9982,TUES,Tuesday Morning Corp.,1.9,88779232.8,,1999.0,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues,NASDAQ,3125,
9983,TOUR,Tuniu Corporation,4.89,174138127.41,35611069.0,2014.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour,NASDAQ,3126,途牛
9984,HEAR,Turtle Beach Corporation,15.47,220286441.83,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear,NASDAQ,3127,
9985,TWLV,Twelve Seas Investment Company,9.86,264040940,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlv,NASDAQ,3128,
9986,TWLVR,Twelve Seas Investment Company,0.35,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvr,NASDAQ,3129,
9987,TWLVU,Twelve Seas Investment Company,10.3,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvu,NASDAQ,3130,
9988,TWLVW,Twelve Seas Investment Company,0.23,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvw,NASDAQ,3131,
9989,FOX,"Twenty-First Century Fox, Inc.",48.05,89156462242.55,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox,NASDAQ,3132,
9990,FOXA,"Twenty-First Century Fox, Inc.",48.36,59044656417.24,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/foxa,NASDAQ,3133,
9991,TWIN,"Twin Disc, Incorporated",18.22,238454468.64,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin,NASDAQ,3134,
9992,TWST,Twist Bioscience Corporation,23.55,658111037.85,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst,NASDAQ,3135,
9993,TRCB,Two River Bancorp,15.51,133221035.64,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb,NASDAQ,3136,
9994,TYME,"Tyme Technologies, Inc.",3.5,360522228.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme,NASDAQ,3137,
9995,USCR,"U S Concrete, Inc.",34.11,573742513.71,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr,NASDAQ,3138,
9996,PRTS,"U.S. Auto Parts Network, Inc.",1.11,38835328.02,,2007.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts,NASDAQ,3139,
9997,USEG,U.S. Energy Corp.,0.85,11437990.15,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg,NASDAQ,3140,
9998,GROW,"U.S. Global Investors, Inc.",1.25,18932038.75,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow,NASDAQ,3141,
9999,USAU,U.S. Gold Corp.,1.11,20161710.33,,,,,https://www.nasdaq.com/symbol/usau,NASDAQ,3142,
10000,USWS,"U.S. Well Services, Inc.",7.12,460140188.72,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/usws,NASDAQ,3143,
10001,USWSW,"U.S. Well Services, Inc.",0.64,0,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/uswsw,NASDAQ,3144,
10002,UBNT,"Ubiquiti Networks, Inc.",101.79,7210318977.81,,2011.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt,NASDAQ,3145,厄比奎蒂
10003,UFPT,"UFP Technologies, Inc.",31.22,230191522.54,,1993.0,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt,NASDAQ,3146,
10004,ULTA,"Ulta Beauty, Inc.",282.01,16726618011.45,,2007.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta,NASDAQ,3147,
10005,UCTT,"Ultra Clean Holdings, Inc.",9.2,358930465.2,,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt,NASDAQ,3148,
10006,UPL,Ultra Petroleum Corp.,0.7825,154194428.6975,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl,NASDAQ,3149,
10007,RARE,Ultragenyx Pharmaceutical Inc.,52.21,2640761907.99,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare,NASDAQ,3150,
10008,ULBI,Ultralife Corporation,7.03,112175439.31,,1992.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi,NASDAQ,3151,
10009,UMBF,UMB Financial Corporation,66.79,3331233468.49,,,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf,NASDAQ,3152,
10010,UMPQ,Umpqua Holdings Corporation,18.01,3966523462.59,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq,NASDAQ,3153,
10011,UNAM,Unico American Corporation,6.01,31895689.03,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam,NASDAQ,3154,
10012,UBSH,Union Bankshares Corporation,32.34,2134068995.52,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh,NASDAQ,3155,
10013,UNB,"Union Bankshares, Inc.",46.01,205478405.51,,,Finance,Major Banks,https://www.nasdaq.com/symbol/unb,NASDAQ,3156,
10014,QURE,uniQure N.V.,31.15,1161231068.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure,NASDAQ,3157,
10015,UBCP,"United Bancorp, Inc.",11.4711,65878733.7798,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp,NASDAQ,3158,
10016,UBOH,"United Bancshares, Inc.",20.85,68166114.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh,NASDAQ,3159,
10017,UBSI,"United Bankshares, Inc.",34.72,3582546848.16,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi,NASDAQ,3160,
10018,UCBI,"United Community Banks, Inc.",24.26,1921570747.68,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi,NASDAQ,3161,
10019,UCFC,United Community Financial Corp.,9.19,457010070.59,,,Finance,Banks,https://www.nasdaq.com/symbol/ucfc,NASDAQ,3162,
10020,UAL,"United Continental Holdings, Inc.",86.36,23530026620.32,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual,NASDAQ,3163,
10021,UBNK,"United Financial Bancorp, Inc. ",15.34,782665023.92,,,Finance,Banks,https://www.nasdaq.com/symbol/ubnk,NASDAQ,3164,
10022,UFCS,"United Fire Group, Inc",52.57,1318021950.07,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs,NASDAQ,3165,
10023,UIHC,United Insurance Holdings Corp.,16.01,688183093.78,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc,NASDAQ,3166,
10024,UNFI,"United Natural Foods, Inc.",15.42,791241078.42,,1996.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi,NASDAQ,3167,
10025,UBFO,United Security Bancshares,9.84,166328373.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo,NASDAQ,3168,
10026,USLM,"United States Lime & Minerals, Inc.",70.7,395754774.1,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm,NASDAQ,3169,
10027,UTHR,United Therapeutics Corporation,113.62,4952375164.36,,1999.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr,NASDAQ,3170,
10028,UG,"United-Guardian, Inc.",20.25,93034959.75,,,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug,NASDAQ,3171,
10029,UNIT,Uniti Group Inc.,18.95,3391693455.75,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit,NASDAQ,3172,
10030,UNTY,"Unity Bancorp, Inc.",19.15,206038201.25,,,Finance,Major Banks,https://www.nasdaq.com/symbol/unty,NASDAQ,3173,
10031,UBX,"Unity Biotechnology, Inc.",15.93,674198412.66,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx,NASDAQ,3174,
10032,OLED,Universal Display Corporation,96.24,4533001876.08,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled,NASDAQ,3175,
10033,UEIC,Universal Electronics Inc.,28.59,394699416.54,,1993.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ueic,NASDAQ,3176,
10034,UFPI,"Universal Forest Products, Inc.",28.54,1759667405.74,,1993.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi,NASDAQ,3177,
10035,ULH,"Universal Logistics Holdings, Inc.",19.34,548701464.18,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh,NASDAQ,3178,
10036,USAP,"Universal Stainless & Alloy Products, Inc.",15.76,137505842.4,,1994.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap,NASDAQ,3179,
10037,UVSP,Univest Financial Corporation,23.1,677172295.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp,NASDAQ,3180,
10038,UMRX,Unum Therapeutics Inc.,4.31,129254624.32,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx,NASDAQ,3181,
10039,UPLD,"Upland Software, Inc.",28.54,616161476,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld,NASDAQ,3182,
10040,UPWK,Upwork Inc.,19.0,2019683014,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk,NASDAQ,3183,
10041,UONE,"Urban One, Inc. ",2.4,112801574.4,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone,NASDAQ,3184,
10042,UONEK,"Urban One, Inc. ",2.2,103401443.2,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek,NASDAQ,3185,
10043,URBN,"Urban Outfitters, Inc.",31.93,3437018096.19,,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn,NASDAQ,3186,
10044,URGN,UroGen Pharma Ltd.,51.34,826689874.38,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn,NASDAQ,3187,
10045,UROV,Urovant Sciences Ltd.,9.67,293222549.37,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov,NASDAQ,3188,
10046,ECOL,"US Ecology, Inc.",63.95,1409444826.3,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol,NASDAQ,3189,
10047,USAT,"USA Technologies, Inc.",5.18,310804744.88,,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat,NASDAQ,3190,
10048,USATP,"USA Technologies, Inc.",20.0,8901260,,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp,NASDAQ,3191,
10049,USAK,"USA Truck, Inc.",16.66,139307671.3,,1992.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak,NASDAQ,3192,
10050,UTMD,"Utah Medical Products, Inc.",84.66,316137372,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd,NASDAQ,3193,
10051,UTSI,UTStarcom Holdings Corp,3.0,107680263,,2000.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi,NASDAQ,3194,UT斯达康
10052,UXIN,Uxin Limited,3.6,90000000,25000000.0,2018.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin,NASDAQ,3195,优信
10053,VCNX,"Vaccinex, Inc.",5.33,61165742.17,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx,NASDAQ,3196,
10054,VLRX,"Valeritas Holdings, Inc.",0.4081,40789857.0002,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vlrx,NASDAQ,3197,
10055,VALX,Validea Market Legends ETF,26.0801,23472090,,,,,https://www.nasdaq.com/symbol/valx,NASDAQ,3198,
10056,VLY,Valley National Bancorp,10.13,3358010110.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/vly,NASDAQ,3199,
10057,VLYPO,Valley National Bancorp,22.72,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo,NASDAQ,3200,
10058,VLYPP,Valley National Bancorp,24.55,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp,NASDAQ,3201,
10059,VALU,"Value Line, Inc.",22.39,216944188.26,,1983.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu,NASDAQ,3202,
10060,VNDA,Vanda Pharmaceuticals Inc.,30.17,1582412879.6,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda,NASDAQ,3203,
10061,BBH,VanEck Vectors Biotech ETF,124.4321,416412395.9463,,,,,https://www.nasdaq.com/symbol/bbh,NASDAQ,3204,
10062,GNRX,VanEck Vectors Generic Drugs ETF,21.75,3262500,,,,,https://www.nasdaq.com/symbol/gnrx,NASDAQ,3205,
10063,PPH,VanEck Vectors Pharmaceutical ETF,57.0784,230490456.0192,,,,,https://www.nasdaq.com/symbol/pph,NASDAQ,3206,
10064,VWOB,Vanguard Emerging Markets Government Bond ETF,75.71,1098958511.28,,,,,https://www.nasdaq.com/symbol/vwob,NASDAQ,3207,
10065,VNQI,Vanguard Global ex-U.S. Real Estate ETF,54.95,5464952460.8,,,,,https://www.nasdaq.com/symbol/vnqi,NASDAQ,3208,
10066,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,83.5,18615406416.5,,,,,https://www.nasdaq.com/symbol/vcit,NASDAQ,3209,
10067,VGIT,Vanguard Intermediate-Term Treasury ETF,63.36,3626287758.72,,,,,https://www.nasdaq.com/symbol/vgit,NASDAQ,3210,
10068,VIGI,Vanguard International Dividend Appreciation ETF,59.55,876883635.3,,,,,https://www.nasdaq.com/symbol/vigi,NASDAQ,3211,
10069,VYMI,Vanguard International High Dividend Yield ETF,58.83,918372068.64,,,,,https://www.nasdaq.com/symbol/vymi,NASDAQ,3212,
10070,VCLT,Vanguard Long-Term Corporate Bond ETF,85.58,2405165052.62,,,,,https://www.nasdaq.com/symbol/vclt,NASDAQ,3213,
10071,VGLT,Vanguard Long-Treasury ETF,73.99,905908255.42,,,,,https://www.nasdaq.com/symbol/vglt,NASDAQ,3214,
10072,VMBS,Vanguard Mortgage-Backed Securities ETF,51.53,7328966946.11,,,,,https://www.nasdaq.com/symbol/vmbs,NASDAQ,3215,
10073,VONE,Vanguard Russell 1000 ETF,119.79,1039178250,,,,,https://www.nasdaq.com/symbol/vone,NASDAQ,3216,
10074,VONG,Vanguard Russell 1000 Growth ETF,140.82,2087897443.02,,,,,https://www.nasdaq.com/symbol/vong,NASDAQ,3217,
10075,VONV,Vanguard Russell 1000 Value ETF,101.53,1690474500,,,,,https://www.nasdaq.com/symbol/vonv,NASDAQ,3218,
10076,VTWO,Vanguard Russell 2000 ETF,116.08,1488726000,,,,,https://www.nasdaq.com/symbol/vtwo,NASDAQ,3219,
10077,VTWG,Vanguard Russell 2000 Growth ETF,131.68,260068000,,,,,https://www.nasdaq.com/symbol/vtwg,NASDAQ,3220,
10078,VTWV,Vanguard Russell 2000 Value ETF,100.63,241512000,,,,,https://www.nasdaq.com/symbol/vtwv,NASDAQ,3221,
10079,VTHR,Vanguard Russell 3000 ETF,119.52,412344000,,,,,https://www.nasdaq.com/symbol/vthr,NASDAQ,3222,
10080,VCSH,Vanguard Short-Term Corporate Bond ETF,78.26,20578468956.5,,,,,https://www.nasdaq.com/symbol/vcsh,NASDAQ,3223,
10081,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.05,5706754974.65,,,,,https://www.nasdaq.com/symbol/vtip,NASDAQ,3224,
10082,VGSH,Vanguard Short-Term Treasury ETF,60.09,5561256971.37,,,,,https://www.nasdaq.com/symbol/vgsh,NASDAQ,3225,
10083,BND,Vanguard Total Bond Market ETF,79.3,36765305327.4,,,,,https://www.nasdaq.com/symbol/bnd,NASDAQ,3226,
10084,VTC,Vanguard Total Corporate Bond ETF,80.45,98551250,,,,,https://www.nasdaq.com/symbol/vtc,NASDAQ,3227,
10085,BNDX,Vanguard Total International Bond ETF,54.37,12304479865.15,,,,,https://www.nasdaq.com/symbol/bndx,NASDAQ,3228,
10086,VXUS,Vanguard Total International Stock ETF,49.41,10451883921.57,,,,,https://www.nasdaq.com/symbol/vxus,NASDAQ,3229,
10087,BNDW,Vanguard Total World Bond ETF,74.8924,86126260,,,,,https://www.nasdaq.com/symbol/bndw,NASDAQ,3230,
10088,VEAC,Vantage Energy Acquisition Corp.,10.11,697590000,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/veac,NASDAQ,3231,
10089,VEACU,Vantage Energy Acquisition Corp.,10.2,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/veacu,NASDAQ,3232,
10090,VEACW,Vantage Energy Acquisition Corp.,0.33,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/veacw,NASDAQ,3233,
10091,VREX,Varex Imaging Corporation,26.38,1005588294.72,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex,NASDAQ,3234,
10092,VRNS,"Varonis Systems, Inc.",50.34,1483253652.42,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns,NASDAQ,3235,
10093,VBLT,Vascular Biogenics Ltd.,1.2,43057352.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt,NASDAQ,3236,
10094,VXRT,"Vaxart, Inc.",2.19,15639203.91,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vxrt,NASDAQ,3237,
10095,VBIV,"VBI Vaccines, Inc.",1.97,191767240.69,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv,NASDAQ,3238,
10096,VTIQ,VectoIQ Acquisition Corp.,9.8,290472000,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/vtiq,NASDAQ,3239,
10097,VTIQU,VectoIQ Acquisition Corp.,10.2,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqu,NASDAQ,3240,
10098,VTIQW,VectoIQ Acquisition Corp.,0.43,12745200,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqw,NASDAQ,3241,
10099,VECO,Veeco Instruments Inc.,8.69,415321178.69,,1994.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco,NASDAQ,3242,
10100,VEON,VEON Ltd.,2.56,3802691755.52,1485426467.0,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/veon,NASDAQ,3243,
10101,VRA,"Vera Bradley, Inc.",9.35,324135739.4,,2010.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra,NASDAQ,3244,
10102,VCYT,"Veracyte, Inc.",15.93,645782749.47,,2013.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt,NASDAQ,3245,
10103,VSTM,"Verastem, Inc.",3.38,249414742.72,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm,NASDAQ,3246,
10104,VCEL,Vericel Corporation,17.54,760312483.92,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel,NASDAQ,3247,
10105,VRNT,Verint Systems Inc.,45.78,2988136045.44,,2002.0,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt,NASDAQ,3248,
10106,VRSN,"VeriSign, Inc.",161.63,19539194839.71,,1998.0,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn,NASDAQ,3249,威瑞信
10107,VRSK,"Verisk Analytics, Inc.",112.98,18598783530.18,,2009.0,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk,NASDAQ,3250,
10108,VBTX,"Veritex Holdings, Inc.",22.68,1219039453.8,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx,NASDAQ,3251,
