cor,symbol,name,marketcapital,pettm
0.37385668271841377,S,斯普林特,24012798600.0,
0.37070584114152366,DUK,杜克能源,61022319000.0,20.83
0.35212509762935634,ENBL,"Enable Midstream Partners, LP Common Units representing limited partner interests",6312014800.0,15.18
0.3425092377080276,CPL,CPFL能源,7807406100.0,28.94
0.31633775905711653,TRP,TransCanada Corporation,37857880000.0,14.43
0.3054184825545243,MBT,移动电信,8053477700.0,
0.3020946352686668,MTSL,MER Telemanagement Solutions Ltd. - Ordinary Shares,6193300.0,
0.2980310223415376,VZ,Verizon,236907514800.0,16.6
0.29092111208673366,PTNR,"Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share",744651500.0,22.8
0.2900648681360115,LNG,Cheniere Energy,16646152400.0,29.32
0.2897477879041387,TDS,电话和数据系统,3789034800.0,9.91
0.2650859720134827,AWX,Avalon Holdings Corporation,9605200.0,18.81
0.2484464355724068,USM,United States Cellular Corporation,3040762600.0,12.24
0.2478591503372242,NWE,NorthWestern Corporation,3128459400.0,17.37
0.24286375347705488,KT,韩国电信,7337241800.0,2.95
0.2202187804145865,CEL,以色列塞康,595360800.0,13.84
0.19355819781978628,ORAN,Orange,40805268200.0,25.15
0.16025426246129265,FE,FirstEnergy Corp.,19798049500.0,
0.1200557747917119,USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",1336904800.0,
0.09929611744754069,AMX,美洲移动,51959470000.0,36.02
0.048973307248961775,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),87645900.0,
0.025691643935157812,D,道明尼资源,51707177900.0,14.24
0.024481902957379592,EIX,爱迪生国际,17434157600.0,37.68
0.02300369268440616,VIV,"Telefonica Brasil, S.A. ADS",13913405000.0,16.14
0.019670534767031782,ALSK,阿拉斯加电信系统,105307200.0,24.75
0.01737832407781716,SPKE,"Spark Energy, Inc.",108221200.0,22.44
-0.008399916727503507,UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,275000000.0,9.04
-0.022323838184435073,NFG,National Fuel Gas Company,4773571700.0,12.26
-0.0693491715146245,CHU,中国联通,26677048323.12,108.16
-0.08638049234045324,TAC,TransAlta Corporation Ordinary Shares,1365918900.0,
-0.08792009036725142,EPD,Enterprise Products Partners L.P.,60066845900.0,16.38
-0.11965909441818275,TDA,"Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061",170976000.0,12.48
-0.12881160562183513,BCE,加拿大贝尔,37608606700.0,17.67
-0.18385563336373834,UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,333244800.0,8.9
-0.18845630768567623,CIG,CEMIG,4592813246.35,182.5
-0.18997763137130197,TRGP,"Targa Resources, Inc.",9799574400.0,32.14
-0.1918158489175981,TDE,"Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059",224280000.0,12.78
-0.19431426741736765,AY,Atlantica Yield plc - Ordinary Shares,1809923700.0,
-0.2003066835474667,VST,Vistra Energy Corp.,12207601400.0,
-0.21481336043196445,SO,南方公司,48429790400.0,19.61
-0.21885246705330072,ET,Energy Transfer LP Common Units,38131159800.0,12.67
-0.23117896603543148,ADTN,亚川,566561400.0,
-0.23419365585503177,ELU,"Entergy Louisiana, Inc. First Mortgage Bonds, 4.70% Series due June 1, 2063",90000000.0,
-0.23485278268198254,ENLK,"EnLink Midstream Partners, LP Common Units Representing Limited Partnership Interests",4608026900.0,38.38
-0.2510309318504148,EAE,"Entergy Arkansas, LLC First Mortgage Bonds, 4.75% Series due June 1, 2063",114350000.0,13.25
-0.25595766747959325,TDJ,"Telephone and Data Systems, Inc. 7% Senior Notes due 2060",302760000.0,12.79
-0.2582975307675962,TDI,"Telephone and Data Systems, Inc. Sr Nt",113925000.0,12.84
-0.2585127892573458,TVC,田纳西河谷管理局高级债,273509400.0,
-0.26133865417589736,WES,"Western Gas Partners, LP Limited Partner Interests",7177214700.0,55.33
-0.2631574195226914,WMB,Williams Companies,31958309600.0,10.6
-0.2978292165826142,DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",196720000.0,6.49
-0.3040181143067934,EAB,"Entergy Arkansas, LLC First Mortgage Bonds, 4.90% Series Due December 1, 2052",192800000.0,13.57
-0.3107015029113673,T,AT&T,190063440000.0,12.59
-0.3225367813947786,UGP,Ultrapar Participacoes S.A.,8168026800.0,16.87
-0.33001530700187026,ENLC,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",2056013800.0,8.28
-0.33694511316855486,AMID,"American Midstream Partners, LP Common Units representing Limited Partner Interests",203541600.0,
-0.33898197003167424,OHGI,"One Horizon Group, Inc.",9989400.0,
-0.3406098900561462,AROC,"Archrock, Inc.",1246807400.0,12.85
-0.3593022734433758,DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,483400000.0,6.43
-0.3792263889151894,PEGI,Pattern Energy Group Inc.,1967803400.0,13.37
-0.3862915304331395,CHA,中国电信,42473306883.84,13.7
-0.3916904869514191,ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",28569600.0,5.57
-0.3923030275311326,TERP,TerraForm Power,2423952500.0,
-0.41610883489696837,PPL,PPL Corporation,21533977700.0,14.1
-0.4354620493240392,PPX,"PPL Capital Funding, Inc. 2013 Series B Junior Subordinated Notes due 2073",454320000.0,
-0.4364223929369211,TVE,田纳西河谷管理局信用债,231072000.0,
-0.4441280433873698,WGP,"Western Gas Equity Partners, LP Common Units Representing Limited Partner Interests",6725769100.0,17.96
-0.4444071925136195,ESNC,"EnSync, Inc.",13549500.0,
-0.44548655138942195,ATNI,大西洋电信网络,1216569000.0,19.84
-0.45584780125497404,PCG,太平洋煤气电力,3298768400.0,23.56
-0.4568775107311927,ATTO,Atento S.A. Ordinary Shares,322140700.0,
-0.45937998121310525,CBB,辛辛那提贝尔,440459000.0,
-0.4721923804120666,SXE,"Southcross Energy Partners, L.P.",17478400.0,
-0.4965906050811823,ELP,Companhia Paranaense de Energia (COPEL),1127718900.0,6.97
-0.5022561329908117,KMI,金德尔摩根,40190323127.76,
-0.5099456431917179,SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",941903200.0,
-0.5284924309417518,WSTL,"Westell Technologies, Inc.",27068000.0,
-0.5449654195923216,HNP,华能电力,3043498300.0,64.75
-0.5498930595396574,CLFD,克利尔菲尔德通讯,152962100.0,35.03
-0.564026233024183,VZA,Verizon Communications Inc. 5.90% Notes due 2054,510000000.0,6.2
-0.5809296671186182,VEON,VEON Ltd,4532366300.0,
-0.5810797546971321,TKC,土耳其移动,5632000000.0,9.14
-0.5848472822481726,IGLD,金线网络,27163100.0,
-0.5867137018463562,CLNE,Clean Energy Fuels Corp.,402876500.0,
-0.6074923674265302,GNE,Genie Energy Ltd. Class B  Stock,223113600.0,25.2
-0.60921239917098,TEF,西班牙电信,45119624400.0,18.23
-0.6226099878132153,SPOK,"Spok Holdings, Inc.",273357700.0,
-0.6347490030557462,OPTT,"Ocean Power Technologies, Inc.",6721900.0,
-0.653675595853685,GLOW,"Glowpoint, Inc.",6475700.0,
-0.6593607698254491,TCP,"TC PipeLines, LP Common Units representing Limited Partner Interests",2279665500.0,8.22
-0.6658014088539462,INFN,英飞朗,738444000.0,
-0.6668329312102189,VOD,沃达丰,51569535400.0,
-0.6703750706318935,SKYS,天华阳光,31361100.0,
-0.6880761845632576,DM,"Dominion Energy Midstream Partners, LP Common Units representing Limited Partner Interests",2163724600.0,11.47
-0.70132948200223,EQM,"EQM Midstream Partners, LP Common Units representing Limited Partner Interests",5542200100.0,9.18
-0.7057565552869234,CTV,康普国际,447000000.0,22.97
-0.7122026960282164,PHI,菲律宾长途电话,5137806300.0,12.79
-0.7219598664897408,CTY,Qwest Corporation 6.125% Notes due 2053,610080000.0,
-0.7390072522725709,TLK,印尼电信,27886014000.0,1407.5
-0.7441661449683017,IDT,万威,154564400.0,36.74
-0.7784481245753999,JE,"Just Energy Group, Inc. Ordinary Shares (Canada)",558367400.0,4.99
-0.7856486875310579,CTL,世纪电信,16577313200.0,6.56
-0.7897841142941014,CHL,中国移动,210569866100.0,59.79
-0.8123523916483567,CNSL,联合通讯,780194000.0,9.44
-0.8123523916483567,CNSL,联合通讯,755968800.0,9.15
-0.8276872210134448,KEP,韩国电力,19400154400.0,15.91
-0.8311854104685585,SUNW,"Sunworks, Inc.",10569200.0,
-0.8560012153420037,WIN,"Windstream Holdings, Inc.",141259200.0,
-0.8937207438662431,BT,英国电信,29748535100.0,14.73
-0.9044704696523568,FTR,Frontier电信,276538400.0,
-0.9110122443971733,NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",35082718400.0,17.14
